FRAME,DISP
0.0,0.0
0.08770429999999863,-0.037414452143162615
0.1324392999999997,-0.28222642758231414
0.17895339999999926,-0.8016312447374144
0.2311703999999981,-1.1300035631557261
0.2739836999999987,-1.4570060810911336
0.319552299999998,-1.8010939191868693
0.3666570999999994,-1.9588173489828062
0.41428529999999775,-2.2340485678684963
0.4621206999999963,-2.569142911465402
0.5089739999999967,-3.0312062459221196
0.5564065999999954,-3.354985111532132
0.603591499999995,-3.870916487677448
0.6501431999999951,-4.258961023213742
0.6969898999999966,-4.752712060977958
0.7447459999999957,-5.312879924338227
0.7910336999999945,-5.853362458400764
0.8383795999999961,-6.341842721892197
0.8854689999999952,-6.8591082828923415
0.9333650999999943,-7.316380619357689
0.9811855999999946,-7.777636470086512
1.0291900999999921,-8.220107980399076
1.0756321999999923,-8.655508435889377
1.1218395999999924,-9.036955642645603
1.2013156999999932,-9.5405456066982
1.2471320999999929,-9.9174791963829
1.2952561999999954,-10.408840975025388
1.3418567999999933,-10.895238438851665
1.3897862999999955,-11.299564408903576
1.4376028999999928,-11.752618621685682
1.485520899999992,-12.218031055961152
1.5303520999999929,-12.619194562216062
1.5931792999999939,-13.11206059235699
1.6410633999999913,-13.589240370373393
1.6889097999999922,-14.169401223521835
1.7368332999999918,-14.679315688709494
1.7836648999999927,-15.178647236833289
1.828680799999992,-15.658254978325711
1.8755560999999918,-16.178610209594527
1.9227672999999914,-16.659773576314013
1.9695549999999908,-17.099938589339573
2.0175465999999904,-17.485948734186454
2.0643336999999935,-17.94472217934435
2.111572999999991,-18.27920809367787
2.1583806999999933,-18.602736882099702
2.204493199999993,-18.759517587853498
2.250717999999994,-18.942456626923573
2.2971966999999918,-19.155512027960324
2.3445685999999935,-19.36476741199338
2.390498399999993,-19.530117894313655
2.4353850999999924,-19.68403259359405
2.4811695999999923,-19.98366695564102
2.5273287999999905,-20.392496736279856
2.5739750999999895,-20.940972318900567
2.6213700999999876,-21.498638211173652
2.6692151999999876,-21.98216944382733
2.7162015999999856,-22.45392300695725
2.762870199999986,-22.78603083624574
2.825966499999984,-23.003177211967035
2.8722957999999803,-23.131853487039418
2.9183119999999807,-23.186679302891225
2.9664895999999796,-23.222020822965934
3.01226259999998,-23.11924221932756
3.05884179999998,-22.99519391732799
3.104957199999978,-22.798960704702843
3.151205099999979,-22.692065758324517
3.19838479999998,-22.673686505204774
3.245451499999982,-22.721099223613745
3.292985599999982,-22.854155300441967
3.3380193999999808,-23.02052415953687
3.3848267999999795,-23.240082934437822
3.431899799999977,-23.545518391763895
3.479745899999978,-23.895635199903246
3.527406399999977,-24.3681838918185
3.573548499999978,-24.928934881066795
3.620234999999978,-25.506297873848613
3.667481199999978,-25.97182866483199
3.7151782999999785,-26.479767253157938
3.7615608999999797,-27.082104233022633
3.808178199999981,-27.503756982406554
3.855419399999983,-27.974508208641343
3.9017707999999818,-28.42651083287701
3.948994599999983,-28.933214923589226
3.9971033999999808,-29.466288909139774
4.04389809999998,-29.979162668885593
4.090308799999979,-30.501489728766565
4.137051799999979,-30.96958492686784
4.184196699999978,-31.374391638495673
4.231700999999978,-31.703786690380564
4.278991399999976,-31.98238301242932
4.326095799999974,-32.05166779368802
4.373218699999976,-32.048563092925725
4.419108199999977,-32.053688077660404
4.467416099999978,-32.02498647699016
4.515168199999978,-32.01568524495847
4.561812999999978,-31.98592650994733
4.608769999999977,-31.97509917401549
4.655763899999977,-31.94912815020474
4.702782199999978,-31.987836467399845
4.749178099999979,-32.10655860823193
4.79551569999998,-32.34041303022186
4.841683699999981,-32.607083448446
4.88833879999998,-32.95733131780775
4.93492859999998,-33.41979159895207
4.9824198999999805,-33.90946054076348
5.02885859999998,-34.440547418458465
5.0755699999999795,-35.02895492774088
5.122845299999982,-35.586650949653446
5.17034759999998,-36.208211121934184
5.21599499999998,-36.805841327451446
5.262245399999978,-37.27282235284142
5.308447499999977,-37.75434692355337
5.3546652999999775,-38.30144486769647
5.400631599999977,-38.966856761673334
5.448067599999975,-39.53448537447895
5.494228299999973,-40.17872155907338
5.542096699999972,-40.77791637064174
5.588561399999973,-41.49117158528561
5.6348889999999745,-42.15674486816543
5.6830573999999725,-42.73730769353121
5.730112199999974,-43.21089688079231
5.776844099999975,-43.692801466236794
5.824782599999976,-44.168641385247895
5.872978899999977,-44.59805977729619
5.920054699999975,-44.770015443132614
5.967223499999973,-45.038923658989034
6.014044699999973,-45.214692460884145
6.0610238999999755,-45.341294253541655
6.108510799999975,-45.52329903563764
6.154573699999974,-45.6973560710304
6.202511899999974,-45.8281593506315
6.249487799999974,-46.023270538836904
6.295748799999972,-46.15691575484095
6.342675899999973,-46.39955161491188
6.389625999999973,-46.76878250785003
6.436779899999975,-47.167052802236434
6.484331599999974,-47.628070736697126
6.530773499999976,-48.09871139778659
6.578109499999973,-48.56524536753257
6.624717899999974,-49.192468348487544
6.669661799999973,-49.74059872042216
6.717008299999973,-50.40974208926974
6.763757599999975,-51.00290065362261
6.825898399999973,-51.64107157743871
6.873022999999973,-52.115500716869036
6.919367699999976,-52.785887370048194
6.965536699999975,-53.55629129541083
7.012466699999974,-54.26728693026684
7.058910099999975,-54.909170508723896
7.105495899999974,-55.480746748649345
7.152969399999977,-56.24844653456512
7.200644199999976,-56.9933276853205
7.247721199999978,-57.5952697443271
7.293783699999979,-58.12219014915232
7.34062839999998,-58.559793737045375
7.387302799999981,-58.90655826276973
7.434260699999983,-59.267697729360165
7.481053599999983,-59.58988762149151
7.527798299999981,-59.89069195796322
7.57502709999998,-60.06542014471084
7.622143599999982,-60.372603183504374
7.669091099999983,-60.643808535412795
7.716505599999982,-60.91336935002317
7.763290299999982,-61.2425200447187
7.80943579999998,-61.62648579242099
7.857133299999978,-61.987503683950166
7.902802099999979,-62.33502689268546
7.949445999999979,-62.7742857788443
7.995628399999978,-63.29555772934039
8.042348199999976,-63.84139943632411
