FRAME,DISP
232.0,-2.737091064453125
233.0,-3.0257568359375
234.0,-2.81964111328125
235.0,-2.730194091796875
236.0,-2.8499755859375
237.0,-2.684326171875
238.0,-2.92388916015625
239.0,-2.790740966796875
240.0,-3.15240478515625
241.0,-2.84185791015625
242.0,-2.965118408203125
243.0,-3.0855712890625
244.0,-2.8760986328125
245.0,-2.87744140625
246.0,-3.18133544921875
247.0,-2.87255859375
248.0,-3.392181396484375
249.0,-3.507080078125
250.0,-3.6424560546875
251.0,-3.53240966796875
252.0,-3.39697265625
253.0,-3.414764404296875
254.0,-3.094818115234375
255.0,-3.28692626953125
256.0,-3.41424560546875
257.0,-2.99371337890625
258.0,-3.26214599609375
259.0,-3.091888427734375
260.0,-3.182373046875
261.0,-3.874603271484375
262.0,-3.999420166015625
263.0,-3.722442626953125
264.0,-3.381561279296875
265.0,-3.407928466796875
266.0,-3.119964599609375
267.0,-3.376678466796875
268.0,-3.113922119140625
269.0,-3.173248291015625
270.0,-3.37200927734375
271.0,-3.238006591796875
272.0,-3.21533203125
273.0,-3.492706298828125
274.0,-3.72784423828125
275.0,-3.43414306640625
276.0,-3.44012451171875
277.0,-3.545928955078125
278.0,-3.5968017578125
279.0,-3.4393310546875
280.0,-3.313812255859375
281.0,-3.13446044921875
282.0,-3.286651611328125
283.0,-3.560516357421875
284.0,-3.269989013671875
285.0,-3.760711669921875
286.0,-3.506500244140625
287.0,-3.4908447265625
288.0,-3.43695068359375
289.0,-3.6173095703125
290.0,-3.501922607421875
291.0,-3.535369873046875
292.0,-3.317626953125
293.0,-2.98126220703125
294.0,-3.408782958984375
295.0,-3.38262939453125
296.0,-3.1734619140625
297.0,-3.788818359375
298.0,-3.554840087890625
299.0,-3.082244873046875
300.0,-3.173797607421875
301.0,-3.312286376953125
302.0,-3.379150390625
303.0,-3.307281494140625
304.0,-3.2720947265625
305.0,-3.65423583984375
306.0,-3.4549560546875
307.0,-3.6947021484375
308.0,-3.549652099609375
309.0,-3.593292236328125
310.0,-3.2918701171875
311.0,-3.21356201171875
312.0,-3.574066162109375
313.0,-3.20733642578125
314.0,-3.236572265625
315.0,-2.910736083984375
316.0,-2.959381103515625
317.0,-2.966064453125
318.0,-2.992156982421875
319.0,-2.9320068359375
320.0,-2.94085693359375
321.0,-2.940277099609375
322.0,-2.931976318359375
323.0,-2.815521240234375
324.0,-2.91998291015625
325.0,-2.912384033203125
326.0,-3.0439453125
327.0,-3.161224365234375
328.0,-3.192535400390625
329.0,-2.9757080078125
330.0,-3.103790283203125
331.0,-3.140533447265625
332.0,-3.240264892578125
333.0,-2.977294921875
334.0,-2.786529541015625
335.0,-3.20513916015625
336.0,-3.055816650390625
337.0,-3.065155029296875
338.0,-3.22467041015625
339.0,-3.52191162109375
340.0,-3.138824462890625
341.0,-3.147247314453125
342.0,-3.223602294921875
343.0,-3.213836669921875
344.0,-3.410858154296875
345.0,-3.5377197265625
346.0,-3.58026123046875
347.0,-3.2918701171875
348.0,-3.413360595703125
349.0,-3.497100830078125
350.0,-3.511688232421875
351.0,-3.78656005859375
352.0,-3.8360595703125
353.0,-4.17626953125
354.0,-4.09326171875
355.0,-3.58758544921875
356.0,-3.838958740234375
357.0,-3.419891357421875
358.0,-3.399993896484375
359.0,-3.8038330078125
360.0,-3.7872314453125
361.0,-3.78302001953125
362.0,-3.34100341796875
363.0,-2.743011474609375
364.0,-3.19378662109375
365.0,-3.731597900390625
366.0,-3.393341064453125
367.0,-3.51641845703125
368.0,-3.478729248046875
369.0,-3.28533935546875
370.0,-3.29156494140625
371.0,-3.32427978515625
372.0,-3.4197998046875
373.0,-3.683837890625
374.0,-3.47021484375
375.0,-3.174560546875
376.0,-3.475433349609375
377.0,-3.21160888671875
378.0,-3.22186279296875
379.0,-3.258941650390625
380.0,-3.53668212890625
381.0,-3.218292236328125
382.0,-3.501129150390625
383.0,-3.13885498046875
384.0,-3.22552490234375
385.0,-3.37249755859375
386.0,-3.090362548828125
387.0,-2.683868408203125
388.0,-0.44232177734375
389.0,3.690277099609375
390.0,9.7952880859375
391.0,8.520660400390625
392.0,7.90869140625
393.0,4.294036865234375
394.0,8.308197021484375
395.0,1.656951904296875
396.0,0.3172607421875
397.0,-1.265899658203125
398.0,-2.17779541015625
399.0,-2.71759033203125
400.0,-3.678924560546875
401.0,-7.37725830078125
402.0,-9.583892822265625
403.0,-4.95355224609375
404.0,-2.5665283203125
405.0,4.19769287109375
406.0,5.910186767578125
407.0,6.064300537109375
408.0,6.436004638671875
409.0,6.249542236328125
410.0,6.072174072265625
411.0,6.206085205078125
412.0,6.135833740234375
413.0,6.108428955078125
414.0,5.95513916015625
